0
0
433
-52,-4.511132135719819e-05
-51,3.310743086626208e-07
-50,0.0004599797357403107
-49,-0.0007019864056718231
-48,-0.00048430364619319005
-47,0.0032972869830910196
-46,-0.0068378119657796005
-45,0.0006647505131294181
-44,0.031185893267148285
-43,-0.05052390323874995
-42,0.05836717512504311
-41,0.022484901174943693
-40,-0.15660104176524486
-39,0.28305953949699175
-38,-0.1926870402013745
-37,-0.27578051471132453
-36,1.4026483976959607
-35,-7.039865805331104
-34,-8.461729960958403
-33,-10.031033664056077
-32,-9.473915364353502
-31,-10.1378623280358
-30,-10.386178748537983
-29,-9.896228958354278
-28,-5.239720107671818
-27,-2.377839313645351
-26,2.871466008690635
-25,4.078166340854506
-24,4.776304134042745
-23,0.814551092327415
-22,2.3888741129852016
-21,6.104267564205883
-20,11.063517889877994
-19,6.769434853690198
-18,9.720213763817766
-17,10.763288765938228
-16,17.298277328499502
-15,14.70663157183707
-14,14.468574121039884
-13,10.790795247383471
-12,4.114161158610419
-11,-1.462232090313653
-10,-7.794421325358297
-9,-9.591778251703586
-8,-10.449882513953995
-7,-9.793822942584494
-6,-9.83510971307255
-5,-11.676602965620061
-4,-13.128477433101738
-3,-13.72689387012385
-2,-13.336996514475938
-1,-13.961458144412953
0,-15.916943808249341
1,-14.925329067453832
2,-14.894625112643382
3,-24.368083232499583
4,-29.09758105840813
5,-18.672504069309912
6,16.052307651045695
7,69.2694197835322
8,154.31471122142773
9,196.34629110239612
10,225.89763857496303
11,159.293019015883
12,139.21621146322508
13,75.28481533319075
14,33.07687549943051
15,-4.671335133135755
16,-8.544051439869172
17,-3.4321891234360047
18,-2.2192984044083235
19,-0.015590444407149665
20,-5.1277016378846625
21,-4.585164054665229
22,-3.483557570735413
23,-3.527495305792377
24,-5.085508546024574
25,-4.515456804099981
26,-3.9361591810750496
27,-2.5540893218443044
28,-1.1892611593566815
29,-0.09152645202852641
30,1.4702128184721193
31,4.971243963732386
32,4.759213314611721
33,5.174087966856819
34,6.8167619357306215
35,9.934522596915581
36,10.125281112648514
37,12.341689941635607
38,13.746338330203947
39,15.972300557411824
40,17.118055229385757
41,18.547733863178244
42,22.639981222467664
43,25.39550555292723
44,28.18954724393672
45,30.771594169831797
46,34.30642937136089
47,36.49161572979171
48,40.77259672687917
49,44.5426720529782
50,50.49401973215094
51,56.53589925787969
52,62.817892927788165
53,68.20766868385763
54,72.62368823436967
55,79.04205330335365
56,86.11479507922726
57,91.86177205999236
58,96.70862698583718
59,101.3554886056478
60,105.73383900526602
61,108.68408238696176
62,110.4463824005016
63,112.84042067647636
64,111.25958826808929
65,108.28466923576582
66,101.1630859884991
67,92.05603288369987
68,80.20323313025006
69,70.40069913914235
70,58.968866415781186
71,48.03847926425309
72,36.04442484634436
73,28.511887687976508
74,19.918243408433867
75,13.841341882403766
76,7.453100835813768
77,4.861495445646191
78,0.8574810628638886
79,-0.637983598492632
80,-2.8671520472898693
81,-4.329703414611189
82,-5.47871254952892
83,-6.1090459627626155
84,-6.651213918801108
85,-5.700189945663922
86,-5.8977271485921925
87,-6.404865739465072
88,-6.74245826846695
89,-6.07998130039526
90,-7.348688981260375
91,-6.423250877243303
92,-7.125010653465595
93,-5.164362207174852
94,-4.8571604297122954
95,-5.575295488940345
96,-6.444229861579093
97,-7.746552055155844
98,-5.586767420471486
99,-6.754171725073207
100,-5.3797528956684495
101,-4.3481745449576605
102,-4.996506448706041
103,-5.608618331652711
104,-6.036554504451427
105,-5.6869668556986825
106,-5.469979647666146
107,-4.490281137962219
108,-4.531450754510678
109,-5.352014062612828
110,-5.593450473410346
111,-5.192185080810814
112,-6.310130377626564
113,-6.392238374275334
114,-6.282752218294687
115,-6.2670723458275095
116,-8.827985501656244
117,-7.477140463229204
118,-7.811616672940854
119,-7.573224132839145
120,-8.20424705122321
121,-8.301558344173758
122,-6.971170024012932
123,-7.263118938258718
124,-6.553386391197721
125,-7.765653338858972
126,-5.581880461246941
127,-7.1541009126987065
128,-7.224893814894369
129,-8.913071052105026
130,-7.960620264702128
131,-7.778468734364986
132,-7.781389479050319
133,-7.957963749916937
134,-7.892207689847008
135,-7.561436432335096
136,-9.561504166232044
137,-9.476339625880797
138,-8.781508262968252
139,-9.309470597016519
140,-7.571713329326629
141,-8.725692732909026
142,-8.608379444245008
143,-8.84618249134533
144,-10.57287491922803
